time_ms,average_normalized_signal,slice_0014_normalized_signal,slice_0021_normalized_signal,slice_0121_normalized_signal,slice_0193_normalized_signal,slice_0428_normalized_signal,slice_0574_normalized_signal,slice_0582_normalized_signal,slice_0616_normalized_signal,slice_0640_normalized_signal,slice_0691_normalized_signal
65.0,0.9537907302804948,0.9512600479568274,0.9514517999480128,0.9421163231188702,0.9563815506308982,0.9630873016704632,0.9534070907634632,0.9539647179043946,0.9548690226848008,0.956967888220402,0.9544015599068144
70.0,0.9503806569618799,0.9476604183400368,0.9478661199435438,0.9378894807499568,0.953163811106642,0.9603431429011418,0.9499613971440216,0.9505633934585804,0.9515374803152794,0.9537867872655332,0.9510345383940636
75.0,0.9469895680746296,0.9440804454459688,0.9443000351474086,0.9336921706193354,0.9499641863449002,0.957611437335582,0.9465338980574316,0.9471804525498182,0.9482243641658163,0.9506226478800124,0.947686043200022
80.0,0.9436172120892181,0.9405198752973642,0.9407532975856436,0.929523962863905,0.9467824382502072,0.9548920121603148,0.9431243617376114,0.943815655865926,0.94492943321469,0.9474752459358684,0.9443558379806504
85.0,0.9402633472910983,0.9369784643265678,0.9372256691878548,0.9253844427361876,0.9436183373373852,0.9521847020291804,0.939732566239356,0.9404687736876216,0.9416524557521732,0.944344366142598,0.9410436954720588
90.0,0.9369277408823296,0.9334559783461736,0.9337169208248536,0.9212732094119558,0.9404716619945852,0.9494893483770324,0.9363582984582876,0.9371395849808416,0.9383932085218344,0.9412298012408944,0.9377493966668368
95.0,0.9336101682349239,0.9299521917017868,0.9302268315137392,0.9171898749847188,0.9373421978685428,0.946805798845458,0.9330013533199916,0.9338278766454772,0.935151476008406,0.9381313513315828,0.9344727301295364
100.0,0.9303104122593793,0.9264668865624632,0.9267551877497546,0.9131340636025936,0.9342297373423024,0.9441339067941864,0.9296615330980708,0.9305334428825592,0.9319270498369028,0.935048823307473,0.931213491417486
105.0,0.9270282628625569,0.9229998523173378,0.9233017829361992,0.90910541071626,0.9311340790845138,0.9414735308794672,0.9263386468324591,0.9272560846530766,0.9287197282579234,0.9319820303652192,0.9279714825831116
110.0,0.923763516476195,0.9195508850556742,0.9198664168916536,0.9051035624153716,0.9280550276552422,0.9388245346858032,0.9230325098271176,0.9239956092090312,0.92552931570095,0.9289307915805368,0.92474651174057
115.0,0.9205159756422386,0.9161197871135356,0.9164488954192171,0.901128174836738,0.924992393157248,0.9361867864009272,0.9197429432116114,0.9207518296824042,0.9223556223822018,0.9258949315344528,0.9215383926840502
120.0,0.9172854486445774,0.912706366674468,0.9130490299262496,0.897178913631681,0.9219459909244424,0.9335601585263796,0.9164697735548262,0.9175245647212856,0.9191984639569208,0.9228742799812796,0.9183469445482402
125.0,0.9140717491792287,0.9093104374145796,0.9096666370858172,0.8932554534829221,0.9189156412412028,0.9309445276177756,0.9132128325218006,0.9143136381649426,0.916057661208346,0.9198686715511823,0.9151719915037188
130.0,0.9108746960567707,0.9059318181845732,0.906301538533006,0.8893574776634553,0.9159011690876508,0.9283397740501654,0.9099719565666184,0.9111188787514388,0.9129330397673736,0.9168779454817676,0.9120133624816592
135.0,0.9076941129321396,0.9025703327228886,0.902953560590716,0.8854846776314492,0.9129024039070416,0.9257457818048208,0.906746986655785,0.907940119852794,0.9098244298581726,0.9139019453743168,0.9088708909234124
140.0,0.9045298280578882,0.8992258093953099,0.8996225340206329,0.8816367526563738,0.9099191793921844,0.923162438274491,0.9035377680176228,0.9047771992336708,0.9067316660659948,0.9109405189711394,0.9057444145514616
145.0,0.9013816740577525,0.8958980809573156,0.8963082937958978,0.8778134094724684,0.906951333288419,0.9205896340847428,0.9003441499140601,0.9016299588303684,0.9036545871241454,0.9079935179512164,0.9026337751588894
150.0,0.8982494877179448,0.8925869843361262,0.8930106788926454,0.8740143619563318,0.9039987072111072,0.918027262929395,0.8971659854318598,0.8984982445474865,0.9005930357176452,0.9050607977418026,0.8995388184150495
155.0,0.8951331097940436,0.8892923604299684,0.8897295320980526,0.8702393308259799,0.90106114647597,0.9154752214184094,0.8940031312908341,0.8953819060700966,0.8975468583015479,0.9021422173440652,0.8964593936855104
160.0,0.8920323848317006,0.8860140539224923,0.8864646998329634,0.866488043359123,0.8981384999408634,0.9129334089368576,0.890855447667014,0.8922807966896124,0.8945159049322244,0.8992376391711701,0.8933953538646858
165.0,0.888947160999677,0.8827519131106069,0.8832160319874337,0.8627602331287709,0.895230619857808,0.9104017275137872,0.8877227980290592,0.8891947731418515,0.8915000291102007,0.896346928897454,0.8903465552197968
170.0,0.8858772899339314,0.8795057897442909,0.8799833817678228,0.8590556397545371,0.8923373617342748,0.9078800816999932,0.8846050489864603,0.8861236954560071,0.8884990876333475,0.8934699553175512,0.8873128572450293
175.0,0.882822626591684,0.8762755388771329,0.8767666055542349,0.8553740086682501,0.8894585842028543,0.9053683784538312,0.881502070148298,0.8830674268134416,0.8855129404594012,0.8906065902144893,0.8842941225249072
180.0,0.8797830291145156,0.8730610187265451,0.8735655627672997,0.8517150908926489,0.8865941488985717,0.9028665270343323,0.8784137339914994,0.8800258334153598,0.8825414505769402,0.8877567082359237,0.8812902166060347
