t2_ms,png_spectrum,png_spectrum_normalized,comsol_spectrum,comsol_spectrum_normalized,extra_comsol_spectrum,extra_comsol_spectrum_normalized
1570.2901247293776,10.762057854253541,0.005242562253069334,0.0,0.0,0.0,0.0
1644.6761779946644,5.926880691307035,0.0028871839764744423,0.0,0.0,0.0,0.0
1722.5859653987875,2.6013502213732416,0.001267205646194775,0.0,0.0,0.0,0.0
1804.1864093920717,0.7096900269791422,0.00034571400722865464,0.0,0.0,0.0,0.0
1889.6523396912096,0.0,0.0,0.0,0.0,0.0,0.0
1979.1668678535573,0.0,0.0,0.0,0.0,0.0,0.0
2072.921779595372,0.0,0.0,0.0,0.0,0.0,0.0
2171.117945694505,0.0,0.0,0.0,0.0,0.0,0.0
2273.9657523579276,0.0,0.0,0.0,0.0,0.0,0.0
2381.6855519761584,0.0,0.0,0.0,0.0,0.0,0.0
2494.5081352303164,0.0,0.0,0.0,0.0,0.0,0.0
2612.675225563329,0.0,0.0,0.0,0.0,0.0,0.0
2736.4399970746717,0.0,0.0,0.0,0.0,0.0,0.0
2866.0676169482504,0.0,0.0,0.0,0.0,0.0,0.0
3001.835813575589,0.0,0.0,0.0,0.0,0.0,0.0
3144.0354715915,0.0,0.0,0.0,0.0,0.0,0.0
3292.9712550971512,0.0,0.0,0.0,0.0,0.0,0.0
3448.96226040576,0.0,0.0,0.0,0.0,0.0,0.0
3612.3426997094302,0.0,0.0,0.0,0.0,0.0,0.0
3783.462617131929,0.0,0.0,0.0,0.0,0.0,0.0
3962.6886387014783,0.0,0.0,0.0,0.0,0.0,0.0
4150.404757850477,0.0,0.0,0.0,0.0,0.0,0.0
4347.013158125026,0.0,0.0,0.0,0.0,0.0,0.0
4552.935074866948,0.0,0.0,0.0,0.0,0.0,0.0
4768.611697714469,0.0,0.0,0.0,0.0,0.0,0.0
4994.50511585514,0.0,0.0,0.0,0.0,0.0,0.0
5231.099308056264,0.0,0.0,0.0,0.0,0.0,0.0
5478.901179593945,0.0,0.0,0.0,0.0,0.0,0.0
5738.441648302392,0.0,0.0,0.0,0.0,0.0,0.0
6010.276782070382,0.0,0.0,0.0,0.0,0.0,0.0
6294.988990221887,0.0,0.0,0.0,0.0,0.0,0.0
6593.188271333548,0.0,0.0,0.0,0.0,0.0,0.0
6905.513520162331,0.0,0.0,0.0,0.0,0.0,0.0
7232.633896483534,0.0,0.0,0.0,0.0,0.0,0.0
7575.250258771913,0.0,0.0,0.0,0.0,0.0,0.0
7934.096665797492,0.0,0.0,0.0,0.0,0.0,0.0
8309.941949353395,0.0,0.0,0.0,0.0,0.0,0.0
8703.591361485165,0.0,0.0,0.0,0.0,0.0,0.0
9115.888299750828,0.0,0.0,0.0,0.0,0.0,0.0
9547.716114208057,0.0,0.0,0.0,0.0,0.0,0.0
10000.0,0.0,0.0,0.0,0.0,0.0,0.0
