slice_index_0_based,slice_index_1_based,pore_px,solid_px,total_px,porosity
388,389,157001,482999,640000,0.2453140625
389,390,157215,482785,640000,0.2456484375
390,391,157370,482630,640000,0.245890625
391,392,158151,481849,640000,0.2471109375
392,393,158372,481628,640000,0.24745625
393,394,158095,481905,640000,0.2470234375
394,395,157590,482410,640000,0.246234375
395,396,156498,483502,640000,0.244528125
396,397,155495,484505,640000,0.2429609375
397,398,154647,485353,640000,0.2416359375
398,399,154342,485658,640000,0.241159375
399,400,154110,485890,640000,0.240796875
400,401,154130,485870,640000,0.240828125
401,402,154791,485209,640000,0.2418609375
402,403,155234,484766,640000,0.242553125
403,404,155907,484093,640000,0.2436046875
404,405,156864,483136,640000,0.2451
405,406,157553,482447,640000,0.2461765625
406,407,158487,481513,640000,0.2476359375
407,408,159723,480277,640000,0.2495671875
408,409,161121,478879,640000,0.2517515625
409,410,162588,477412,640000,0.25404375
410,411,163999,476001,640000,0.2562484375
411,412,165443,474557,640000,0.2585046875
412,413,166451,473549,640000,0.2600796875
413,414,167404,472596,640000,0.26156875
414,415,168244,471756,640000,0.26288125
415,416,168989,471011,640000,0.2640453125
416,417,169680,470320,640000,0.265125
417,418,170683,469317,640000,0.2666921875
418,419,170915,469085,640000,0.2670546875
419,420,170627,469373,640000,0.2666046875
420,421,170065,469935,640000,0.2657265625
421,422,169120,470880,640000,0.26425
422,423,167834,472166,640000,0.262240625
423,424,166789,473211,640000,0.2606078125
424,425,165636,474364,640000,0.25880625
425,426,164553,475447,640000,0.2571140625
426,427,163466,476534,640000,0.255415625
427,428,162246,477754,640000,0.253509375
428,429,160965,479035,640000,0.2515078125
429,430,159844,480156,640000,0.24975625
430,431,159100,480900,640000,0.24859375
431,432,158539,481461,640000,0.2477171875
432,433,158140,481860,640000,0.24709375
433,434,157586,482414,640000,0.246228125
434,435,157088,482912,640000,0.24545
435,436,156769,483231,640000,0.2449515625
436,437,156194,483806,640000,0.244053125
437,438,155832,484168,640000,0.2434875
438,439,155285,484715,640000,0.2426328125
439,440,155098,484902,640000,0.242340625
440,441,155479,484521,640000,0.2429359375
441,442,155941,484059,640000,0.2436578125
442,443,156221,483779,640000,0.2440953125
443,444,156693,483307,640000,0.2448328125
444,445,156925,483075,640000,0.2451953125
445,446,157055,482945,640000,0.2453984375
446,447,157469,482531,640000,0.2460453125
447,448,157620,482380,640000,0.24628125
